"";"Taxa";"BL";"FR";"BD";"MO";"AM";"LS";"OT";"OS";"CS";"id";"name";"AphiaID";"url";"scientificname";"authority";"status";"unacceptreason";"taxonRankID";"rank";"valid_AphiaID";"valid_name";"valid_authority";"parentNameUsageID";"kingdom";"phylum";"class";"order";"family";"genus";"citation";"lsid";"isMarine";"isBrackish";"isFreshwater";"isTerrestrial";"isExtinct";"match_type";"modified";"Kingdom";"Phylum";"Subphylum";"Superclass";"Class";"Subclass";"Superorder";"Order";"Suborder";"Infraorder";"Parvorder";"Superfamily";"Family";"Genus";"Species";"Infraclass";"Subterclass";"Subfamily";"Tribe";"Section";"Subsection";"Subgenus";"Subspecies"
"90";"Colus islandicus";3;1;4;2;3;4;3;3;2;90;"Colus islandicus";138902;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=138902";"Colus islandicus";"(Mohr, 1786)";"accepted";NA;220;"Species";138902;"Colus islandicus";"(Mohr, 1786)";137704;"Animalia";"Mollusca";"Gastropoda";"Neogastropoda";"Buccinidae";"Colus";"MolluscaBase eds. (2021). MolluscaBase. Colus islandicus (Mohr, 1786). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=138902 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:138902";1;NA;NA;NA;NA;"exact";"2010-07-19T15:09:49.263Z";"Animalia";"Mollusca";NA;NA;"Gastropoda";"Caenogastropoda";NA;"Neogastropoda";NA;NA;NA;"Buccinoidea";"Buccinidae";"Colus";"Colus islandicus";NA;NA;NA;NA;NA;NA;NA;NA
"91";"Corbula gibba";2;2;3;2;2;2;3;4;1;91;"Corbula gibba";139410;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=139410";"Corbula gibba";"(Olivi, 1792)";"unaccepted";NA;220;"Species";378492;"Varicorbula gibba";"(Olivi, 1792)";137841;"Animalia";"Mollusca";"Bivalvia";"Myida";"Corbulidae";"Corbula";"MolluscaBase eds. (2021). MolluscaBase. Corbula gibba (Olivi, 1792). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=139410 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:139410";1;NA;NA;NA;NA;"exact";"2020-09-09T20:34:58.590Z";"Animalia";"Mollusca";NA;NA;"Bivalvia";"Autobranchia";"Imparidentia";"Myida";NA;NA;NA;"Myoidea";"Corbulidae";"Corbula";"Corbula gibba";"Heteroconchia";"Euheterodonta";NA;NA;NA;NA;NA;NA
"92";"Corophium";1;2;2;1;1;1;1;2;1;92;"Corophium";101489;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=101489";"Corophium";"Latreille, 1806";"accepted";NA;180;"Genus";101489;"Corophium";"Latreille, 1806";431323;"Animalia";"Arthropoda";"Malacostraca";"Amphipoda";"Corophiidae";"Corophium";"Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C.O.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Sket, B.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2021). World Amphipoda Database. Corophium Latreille, 1806. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=101489 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:101489";1;NA;NA;NA;NA;"exact";"2017-09-26T18:19:25.773Z";"Animalia";"Arthropoda";"Crustacea";"Multicrustacea";"Malacostraca";"Eumalacostraca";"Peracarida";"Amphipoda";"Senticaudata";"Corophiida";"Corophiidira";"Corophioidea";"Corophiidae";"Corophium";NA;NA;NA;"Corophiinae";"Corophiini";NA;NA;NA;NA
"93";"Corystes cassivelaunus";3;3;3;2;2;3;2;1;1,2;93;"Corystes cassivelaunus";107277;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=107277";"Corystes cassivelaunus";"(Pennant, 1777)";"accepted";NA;220;"Species";107277;"Corystes cassivelaunus";"(Pennant, 1777)";106877;"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Corystidae";"Corystes";"WoRMS (2021). Corystes cassivelaunus (Pennant, 1777). Accessed at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=107277 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:107277";1;0;0;0;0;"exact";"2020-06-30T14:12:33.833Z";"Animalia";"Arthropoda";"Crustacea";"Multicrustacea";"Malacostraca";"Eumalacostraca";"Eucarida";"Decapoda";"Pleocyemata";"Brachyura";NA;"Corystoidea";"Corystidae";"Corystes";"Corystes cassivelaunus";NA;NA;NA;NA;"Eubrachyura";"Heterotremata";NA;NA
"94";"Crangon";3;2;3;1;1;3;2;1;2;94;"Crangon";107007;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=107007";"Crangon";"Fabricius, 1798";"accepted";NA;180;"Genus";107007;"Crangon";"Fabricius, 1798";106782;"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Crangonidae";"Crangon";"WoRMS (2021). Crangon Fabricius, 1798. Accessed at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=107007 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:107007";1;NA;NA;NA;NA;"exact";"2011-12-01T06:37:19.107Z";"Animalia";"Arthropoda";"Crustacea";"Multicrustacea";"Malacostraca";"Eumalacostraca";"Eucarida";"Decapoda";"Pleocyemata";"Caridea";NA;"Crangonoidea";"Crangonidae";"Crangon";NA;NA;NA;NA;NA;NA;NA;NA;NA
"95";"Crangon allmanni";3;2;3;1;2;2;2;1;2;95;"Crangon allmanni";107551;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=107551";"Crangon allmanni";"Kinahan, 1860";"accepted";NA;220;"Species";107551;"Crangon allmanni";"Kinahan, 1860";107007;"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Crangonidae";"Crangon";"WoRMS (2021). Crangon allmanni Kinahan, 1860. Accessed at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=107551 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:107551";1;NA;0;0;NA;"exact";"2011-12-01T06:37:19.107Z";"Animalia";"Arthropoda";"Crustacea";"Multicrustacea";"Malacostraca";"Eumalacostraca";"Eucarida";"Decapoda";"Pleocyemata";"Caridea";NA;"Crangonoidea";"Crangonidae";"Crangon";"Crangon allmanni";NA;NA;NA;NA;NA;NA;NA;NA
"96";"Crangon crangon";3;2;3;1;2;3;2;1;1,2;96;"Crangon crangon";107552;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=107552";"Crangon crangon";"(Linnaeus, 1758)";"accepted";NA;220;"Species";107552;"Crangon crangon";"(Linnaeus, 1758)";107007;"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Crangonidae";"Crangon";"WoRMS (2021). Crangon crangon (Linnaeus, 1758). Accessed at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=107552 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:107552";1;NA;0;0;0;"exact";"2020-09-02T19:03:26.137Z";"Animalia";"Arthropoda";"Crustacea";"Multicrustacea";"Malacostraca";"Eumalacostraca";"Eucarida";"Decapoda";"Pleocyemata";"Caridea";NA;"Crangonoidea";"Crangonidae";"Crangon";"Crangon crangon";NA;NA;NA;NA;NA;NA;NA;NA
"97";"Crepidula fornicata";3;1;4;2;2;3;2;3;2;97;"Crepidula fornicata";138963;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=138963";"Crepidula fornicata";"(Linnaeus, 1758)";"accepted";NA;220;"Species";138963;"Crepidula fornicata";"(Linnaeus, 1758)";137722;"Animalia";"Mollusca";"Gastropoda";"Littorinimorpha";"Calyptraeidae";"Crepidula";"MolluscaBase eds. (2021). MolluscaBase. Crepidula fornicata (Linnaeus, 1758). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=138963 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:138963";1;NA;NA;NA;NA;"exact";"2004-12-21T15:54:05Z";"Animalia";"Mollusca";NA;NA;"Gastropoda";"Caenogastropoda";NA;"Littorinimorpha";NA;NA;NA;"Calyptraeoidea";"Calyptraeidae";"Crepidula";"Crepidula fornicata";NA;NA;NA;NA;NA;NA;NA;NA
"98";"Crossaster papposus";5;2;4;2;3;4;3;2;2;98;"Crossaster papposus";124154;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=124154";"Crossaster papposus";"(Linnaeus, 1767)";"accepted";NA;220;"Species";124154;"Crossaster papposus";"(Linnaeus, 1767)";123336;"Animalia";"Echinodermata";"Asteroidea";"Valvatida";"Solasteridae";"Crossaster";"Mah, C.L. (2021). World Asteroidea Database. Crossaster papposus (Linnaeus, 1767). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=124154 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:124154";1;0;0;0;0;"exact";"2014-12-04T19:36:15.570Z";"Animalia";"Echinodermata";"Asterozoa";NA;"Asteroidea";NA;"Valvatacea";"Valvatida";NA;NA;NA;NA;"Solasteridae";"Crossaster";"Crossaster papposus";NA;NA;NA;NA;NA;NA;NA;NA
"99";"Dendronotus frondosus";3;2;4;2;2;2;3;3;2;99;"Dendronotus frondosus";139523;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=139523";"Dendronotus frondosus";"(Ascanius, 1774)";"accepted";NA;220;"Species";139523;"Dendronotus frondosus";"(Ascanius, 1774)";137885;"Animalia";"Mollusca";"Gastropoda";"Nudibranchia";"Dendronotidae";"Dendronotus";"MolluscaBase eds. (2021). MolluscaBase. Dendronotus frondosus (Ascanius, 1774). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=139523 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:139523";1;NA;NA;NA;NA;"exact";"2004-12-21T15:54:05Z";"Animalia";"Mollusca";NA;NA;"Gastropoda";"Heterobranchia";"Nudipleura";"Nudibranchia";"Cladobranchia";NA;NA;"Dendronotoidea";"Dendronotidae";"Dendronotus";"Dendronotus frondosus";"Euthyneura";"Ringipleura";NA;NA;NA;NA;NA;NA
"100";"Diastylis bradyi";1;2;3;1;1;1;1;1;1;100;"Diastylis bradyi";110472;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=110472";"Diastylis bradyi";"Norman, 1879";"accepted";NA;220;"Species";110472;"Diastylis bradyi";"Norman, 1879";110398;"Animalia";"Arthropoda";"Malacostraca";"Cumacea";"Diastylidae";"Diastylis";"Watling, L.; Gerken, S. (2021). World Cumacea Database. Diastylis bradyi Norman, 1879. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=110472 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:110472";1;1;0;0;NA;"exact";"2004-12-21T15:54:05Z";"Animalia";"Arthropoda";"Crustacea";"Multicrustacea";"Malacostraca";"Eumalacostraca";"Peracarida";"Cumacea";NA;NA;NA;NA;"Diastylidae";"Diastylis";"Diastylis bradyi";NA;NA;NA;NA;NA;NA;NA;NA
"101";"Diastylis lucifera";1;2;3;1;1;1;1;1;1;101;"Diastylis lucifera";110483;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=110483";"Diastylis lucifera";"(Krøyer, 1837)";"accepted";NA;220;"Species";110483;"Diastylis lucifera";"(Krøyer, 1837)";110398;"Animalia";"Arthropoda";"Malacostraca";"Cumacea";"Diastylidae";"Diastylis";"Watling, L.; Gerken, S. (2021). World Cumacea Database. Diastylis lucifera (Krøyer, 1837). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=110483 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:110483";1;1;0;0;NA;"exact";"2004-12-21T15:54:05Z";"Animalia";"Arthropoda";"Crustacea";"Multicrustacea";"Malacostraca";"Eumalacostraca";"Peracarida";"Cumacea";NA;NA;NA;NA;"Diastylidae";"Diastylis";"Diastylis lucifera";NA;NA;NA;NA;NA;NA;NA;NA
"102";"Diastylis rathkei";1;2;3;1;1;1;1;1;1;102;"Diastylis rathkei";110487;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=110487";"Diastylis rathkei";"(Krøyer, 1841)";"accepted";NA;220;"Species";110487;"Diastylis rathkei";"(Krøyer, 1841)";110398;"Animalia";"Arthropoda";"Malacostraca";"Cumacea";"Diastylidae";"Diastylis";"Watling, L.; Gerken, S. (2021). World Cumacea Database. Diastylis rathkei (Krøyer, 1841). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=110487 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:110487";1;1;0;0;NA;"exact";"2004-12-21T15:54:05Z";"Animalia";"Arthropoda";"Crustacea";"Multicrustacea";"Malacostraca";"Eumalacostraca";"Peracarida";"Cumacea";NA;NA;NA;NA;"Diastylidae";"Diastylis";"Diastylis rathkei";NA;NA;NA;NA;NA;NA;NA;NA
"103";"Dichelopandalus bonnieri";3;2;4;1;2;3;2;1;2;103;"Dichelopandalus bonnieri";107643;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=107643";"Dichelopandalus bonnieri";"Caullery, 1896";"accepted";NA;220;"Species";107643;"Dichelopandalus bonnieri";"Caullery, 1896";107041;"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Pandalidae";"Dichelopandalus";"WoRMS (2021). Dichelopandalus bonnieri Caullery, 1896. Accessed at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=107643 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:107643";1;NA;0;0;NA;"exact";"2004-12-21T15:54:05Z";"Animalia";"Arthropoda";"Crustacea";"Multicrustacea";"Malacostraca";"Eumalacostraca";"Eucarida";"Decapoda";"Pleocyemata";"Caridea";NA;"Pandaloidea";"Pandalidae";"Dichelopandalus";"Dichelopandalus bonnieri";NA;NA;NA;NA;NA;NA;NA;NA
"104";"Diogenes pugilator";2;1;3;2;1;1;2;2;1,2;104;"Diogenes pugilator";107199;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=107199";"Diogenes pugilator";"(P. Roux, 1829)";"accepted";NA;220;"Species";107199;"Diogenes pugilator";"(P. Roux, 1829)";106843;"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Diogenidae";"Diogenes";"Lemaitre, R.; McLaughlin, P. (2021). World Paguroidea & Lomisoidea Database. Diogenes pugilator (P. Roux, 1829). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=107199 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:107199";1;NA;NA;NA;NA;"exact";"2019-08-09T12:09:08.157Z";"Animalia";"Arthropoda";"Crustacea";"Multicrustacea";"Malacostraca";"Eumalacostraca";"Eucarida";"Decapoda";"Pleocyemata";"Anomura";NA;"Paguroidea";"Diogenidae";"Diogenes";"Diogenes pugilator";NA;NA;NA;NA;NA;NA;NA;NA
"105";"Donax vittatus";2;1;2;2;2;2;3;4;1;105;"Donax vittatus";139604;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=139604";"Donax vittatus";"(da Costa, 1778)";"accepted";NA;220;"Species";139604;"Donax vittatus";"(da Costa, 1778)";137906;"Animalia";"Mollusca";"Bivalvia";"Cardiida";"Donacidae";"Donax";"MolluscaBase eds. (2021). MolluscaBase. Donax vittatus (da Costa, 1778). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=139604 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:139604";1;NA;NA;NA;NA;"exact";"2004-12-21T15:54:05Z";"Animalia";"Mollusca";NA;NA;"Bivalvia";"Autobranchia";"Imparidentia";"Cardiida";NA;NA;NA;"Tellinoidea";"Donacidae";"Donax";"Donax vittatus";"Heteroconchia";"Euheterodonta";NA;NA;NA;NA;NA;NA
"106";"Doris pseudoargus";3;2;4;2;1;1;3;3;2;106;"Doris pseudoargus";181228;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=181228";"Doris pseudoargus";"Rapp, 1827";"accepted";NA;220;"Species";181228;"Doris pseudoargus";"Rapp, 1827";137914;"Animalia";"Mollusca";"Gastropoda";"Nudibranchia";"Dorididae";"Doris";"MolluscaBase eds. (2021). MolluscaBase. Doris pseudoargus Rapp, 1827. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=181228 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:181228";1;NA;NA;NA;NA;"exact";"2005-09-09T10:04:57.750Z";"Animalia";"Mollusca";NA;NA;"Gastropoda";"Heterobranchia";"Nudipleura";"Nudibranchia";"Doridina";"Doridoidei";NA;"Doridoidea";"Dorididae";"Doris";"Doris pseudoargus";"Euthyneura";"Ringipleura";NA;NA;NA;NA;NA;NA
"107";"Dosinia exoleta";3;1;2;2;2;4;3;4;1;107;"Dosinia exoleta";141911;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=141911";"Dosinia exoleta";"(Linnaeus, 1758)";"accepted";NA;220;"Species";141911;"Dosinia exoleta";"(Linnaeus, 1758)";138636;"Animalia";"Mollusca";"Bivalvia";"Venerida";"Veneridae";"Dosinia";"MolluscaBase eds. (2021). MolluscaBase. Dosinia exoleta (Linnaeus, 1758). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=141911 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:141911";1;NA;NA;NA;NA;"exact";"2004-12-21T15:54:05Z";"Animalia";"Mollusca";NA;NA;"Bivalvia";"Autobranchia";"Imparidentia";"Venerida";NA;NA;NA;"Veneroidea";"Veneridae";"Dosinia";"Dosinia exoleta";"Heteroconchia";"Euheterodonta";NA;NA;NA;NA;NA;NA
"108";"Dosinia lupinus";3;1;2;2;2;4;3;3;1;108;"Dosinia lupinus";141912;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=141912";"Dosinia lupinus";"(Linnaeus, 1758)";"accepted";NA;220;"Species";141912;"Dosinia lupinus";"(Linnaeus, 1758)";138636;"Animalia";"Mollusca";"Bivalvia";"Venerida";"Veneridae";"Dosinia";"MolluscaBase eds. (2021). MolluscaBase. Dosinia lupinus (Linnaeus, 1758). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=141912 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:141912";1;NA;NA;NA;NA;"exact";"2004-12-21T15:54:05Z";"Animalia";"Mollusca";NA;NA;"Bivalvia";"Autobranchia";"Imparidentia";"Venerida";NA;NA;NA;"Veneroidea";"Veneridae";"Dosinia";"Dosinia lupinus";"Heteroconchia";"Euheterodonta";NA;NA;NA;NA;NA;NA
"109";"Dyopedos monacantha";1;2;4;1;1;1;1;2;1;109;"Dyopedos monacantha";103042;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=103042";"Dyopedos monacantha";"(Metzger, 1875)";"unaccepted";"incorrect grammatical agreement of specific epithet";220;"Species";489646;"Dyopedos monacanthus";"(Metzger, 1875)";101736;"Animalia";"Arthropoda";"Malacostraca";"Amphipoda";"Dulichiidae";"Dyopedos";"Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C.O.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Sket, B.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2021). World Amphipoda Database. Dyopedos monacantha (Metzger, 1875). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=103042 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:103042";1;0;0;0;NA;"exact";"2016-10-18T17:32:48.877Z";"Animalia";"Arthropoda";"Crustacea";"Multicrustacea";"Malacostraca";"Eumalacostraca";"Peracarida";"Amphipoda";"Senticaudata";"Corophiida";"Caprellidira";"Caprelloidea";"Dulichiidae";"Dyopedos";"Dyopedos monacantha";NA;NA;NA;NA;NA;NA;NA;NA
"110";"Ebalia";2;3;4;2;1;2;2;2;1;110;"Ebalia";106889;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=106889";"Ebalia";"Leach, 1817 [in Leach, 1815-1875]";"accepted";NA;180;"Genus";106889;"Ebalia";"Leach, 1817 [in Leach, 1815-1875]";148433;"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Leucosiidae";"Ebalia";"WoRMS (2021). Ebalia Leach, 1817 [in Leach, 1815-1875]. Accessed at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=106889 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:106889";1;NA;NA;NA;NA;"exact";"2020-05-26T08:18:01.350Z";"Animalia";"Arthropoda";"Crustacea";"Multicrustacea";"Malacostraca";"Eumalacostraca";"Eucarida";"Decapoda";"Pleocyemata";"Brachyura";NA;"Leucosioidea";"Leucosiidae";"Ebalia";NA;NA;NA;"Ebaliinae";NA;"Eubrachyura";"Heterotremata";NA;NA
"111";"Ebalia granulosa";2;3;4;2;1;2;2;3;2;111;"Ebalia granulosa";107298;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=107298";"Ebalia granulosa";"H. Milne Edwards, 1837";"accepted";NA;220;"Species";107298;"Ebalia granulosa";"H. Milne Edwards, 1837";106889;"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Leucosiidae";"Ebalia";"WoRMS (2021). Ebalia granulosa H. Milne Edwards, 1837. Accessed at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=107298 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:107298";1;NA;NA;NA;NA;"exact";"2010-02-25T14:41:38.237Z";"Animalia";"Arthropoda";"Crustacea";"Multicrustacea";"Malacostraca";"Eumalacostraca";"Eucarida";"Decapoda";"Pleocyemata";"Brachyura";NA;"Leucosioidea";"Leucosiidae";"Ebalia";"Ebalia granulosa";NA;NA;"Ebaliinae";NA;"Eubrachyura";"Heterotremata";NA;NA
"112";"Ebalia nux";1;1;4;2;2;2;2;3;2;112;"Ebalia nux";107299;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=107299";"Ebalia nux";"A. Milne-Edwards, 1883";"accepted";NA;220;"Species";107299;"Ebalia nux";"A. Milne-Edwards, 1883";106889;"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Leucosiidae";"Ebalia";"WoRMS (2021). Ebalia nux A. Milne-Edwards, 1883. Accessed at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=107299 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:107299";1;NA;NA;NA;0;"exact";"2020-09-29T08:14:57.607Z";"Animalia";"Arthropoda";"Crustacea";"Multicrustacea";"Malacostraca";"Eumalacostraca";"Eucarida";"Decapoda";"Pleocyemata";"Brachyura";NA;"Leucosioidea";"Leucosiidae";"Ebalia";"Ebalia nux";NA;NA;"Ebaliinae";NA;"Eubrachyura";"Heterotremata";NA;NA
"113";"Ebalia tuberosa";2;3;4;2;1;2;2;3;2;113;"Ebalia tuberosa";107301;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=107301";"Ebalia tuberosa";"(Pennant, 1777)";"accepted";NA;220;"Species";107301;"Ebalia tuberosa";"(Pennant, 1777)";106889;"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Leucosiidae";"Ebalia";"WoRMS (2021). Ebalia tuberosa (Pennant, 1777). Accessed at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=107301 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:107301";1;NA;NA;NA;NA;"exact";"2007-06-12T14:12:52.753Z";"Animalia";"Arthropoda";"Crustacea";"Multicrustacea";"Malacostraca";"Eumalacostraca";"Eucarida";"Decapoda";"Pleocyemata";"Brachyura";NA;"Leucosioidea";"Leucosiidae";"Ebalia";"Ebalia tuberosa";NA;NA;"Ebaliinae";NA;"Eubrachyura";"Heterotremata";NA;NA
"114";"Echinocardium";3;3;2;2;3;4;3;3;1,2;114;"Echinocardium";123426;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=123426";"Echinocardium";"Gray, 1825";"accepted";NA;180;"Genus";123426;"Echinocardium";"Gray, 1825";510892;"Animalia";"Echinodermata";"Echinoidea";"Spatangoida";"Loveniidae";"Echinocardium";"Kroh, A.; Mooi, R. (2021). World Echinoidea Database. Echinocardium Gray, 1825. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=123426 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:123426";1;0;0;0;0;"exact";"2010-09-06T12:28:48.800Z";"Animalia";"Echinodermata";"Echinozoa";NA;"Echinoidea";"Euechinoidea";"Atelostomata";"Spatangoida";"Brissidina";NA;NA;"Spatangoidea";"Loveniidae";"Echinocardium";NA;"Irregularia";NA;"Echinocardiinae";NA;NA;NA;NA;NA
"115";"Echinocardium cordatum";3;3;2;2;3;4;3;3;2;115;"Echinocardium cordatum";124392;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=124392";"Echinocardium cordatum";"(Pennant, 1777)";"accepted";NA;220;"Species";124392;"Echinocardium cordatum";"(Pennant, 1777)";123426;"Animalia";"Echinodermata";"Echinoidea";"Spatangoida";"Loveniidae";"Echinocardium";"Kroh, A.; Mooi, R. (2021). World Echinoidea Database. Echinocardium cordatum (Pennant, 1777). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=124392 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:124392";1;0;0;0;0;"exact";"2013-08-26T18:24:18.240Z";"Animalia";"Echinodermata";"Echinozoa";NA;"Echinoidea";"Euechinoidea";"Atelostomata";"Spatangoida";"Brissidina";NA;NA;"Spatangoidea";"Loveniidae";"Echinocardium";"Echinocardium cordatum";"Irregularia";NA;"Echinocardiinae";NA;NA;NA;NA;NA
